Título,Comuna,Metros Cuadrados,Dormitorios,Baños,Estacionamientos,Precio_CLP,Metros_Imputados
ArriendoHermosoDpto.Central2metrosCerca,Santiago,43.0,1.0,1.0,0.0,320000.0,False
Undormitoriolasrejas,Santiago,32.0,1.0,1.0,0.0,260000.0,False
Arriendodpestacióncentralincluyelosgastosco,EstaciónCentral,30.0,1.0,1.0,0.0,300000.0,False
SeArriendadepartamentoapasodemetromiradorl,LaFlorida,75.0,3.0,2.0,0.0,600000.0,False
ArriendoDepto2dormitorio+1baño/LaCisterna,LaCisterna,52.0,2.0,1.0,0.0,352656.0,True
Hermosodepartamentonuevo2Dormitorios1Baño,LaCisterna,66.0,2.0,1.0,0.0,450000.0,False
Arriendodeptostudio-SanPablo2966,Santiago,35.0,1.0,1.0,0.0,260000.0,True
SearriendaDepartamentoconosinestacionamiento,Santiago,35.0,1.0,1.0,0.0,350000.0,True
dptoSanMiguelcercadelmetro2d/2b,SanMiguel,68.0,2.0,2.0,1.0,450000.0,False
Departamentoenpiso4,LaCisterna,52.0,2.0,1.0,1.0,450000.0,True
Depto.de1Dormitorio,Santiago,35.0,1.0,1.0,0.0,360000.0,True
DptoenvillaMacul3D2B,Macul,81.0,3.0,2.0,1.0,660000.0,False
DepartamentoEstaciónCentral,EstaciónCentral,33.0,1.0,1.0,0.0,215000.0,False
SEARRIENDADEPARTAMETO1DORMITORIO,Santiago,35.0,1.0,1.0,1.0,270000.0,True
ALAMEDA2785CONLIBERTADCOMUNASANTIAGO,Santiago,65.0,3.0,1.0,0.0,450000.0,True
SEARRIENDADEPARTAMENTO,SanBernardo,65.0,3.0,1.0,1.0,330000.0,True
DeptodeInteriorenColina,Colina,35.0,1.0,1.0,0.0,265000.0,True
DEPARTAMENTORECIENREMODELADOIMPECABLE!,Independencia,35.0,1.0,1.0,0.0,300000.0,True
GranDepto.Interior2D/2B-¡IdealparaArrendar!,QuintaNormal,52.0,2.0,2.0,1.0,450000.0,True
DepartamentoenMarioKreutzberger1520,Santiago,35.0,1.0,1.0,0.0,260000.0,True
StudioLasCondes,LasCondes,35.0,1.0,1.0,1.0,664834.0,True
DEPARTAMENTOPabloUrzua,Independencia,30.0,1.0,1.0,0.0,330000.0,False
ArriendodptoMetroUniversidaddeChile,Santiago,37.0,1.0,1.0,0.0,300000.0,False
Arriendodepto2dormitoriosSanMiguel,SanMiguel,52.0,2.0,2.0,0.0,400000.0,True
Arriendodpto2hab1bañoSantiagocentro,Santiago,52.0,2.0,1.0,0.0,400000.0,True
Departamento5topisoQuintaNormal,QuintaNormal,65.0,3.0,1.0,0.0,390000.0,False
Departamentosanmiguel2dormitorios,SanMiguel,52.0,2.0,1.0,0.0,380000.0,True
LaFlorida,LaFlorida,35.0,1.0,1.0,1.0,290000.0,False
Arriendodpto1dor1bañenñuñoaestadionacional,Ñuñoa,35.0,1.0,1.0,0.0,360000.0,True
Arriendodepartamentoconestacionamiento,SanBernardo,60.0,3.0,2.0,1.0,587760.0,False
"Departamento,FrayCamiloHenriquez650",Santiago,38.0,1.0,1.0,0.0,391840.0,False
Lindoycómododepto2dormitorios,Santiago,52.0,2.0,2.0,0.0,400000.0,True
"Arriendohomestudio,amobladocallelordcochrane",Santiago,24.0,1.0,1.0,0.0,300000.0,False
DepartamentodeLujoapasosDeColegioAlianza,Vitacura,120.0,3.0,2.0,2.0,1800000.0,False
Departamento2b3dorm,SanMiguel,65.0,3.0,2.0,0.0,450000.0,True
Arriendodepartamento3dormitorios,QuintaNormal,65.0,3.0,1.0,0.0,370000.0,True
Departamento1dormitorioconestacionamiento,SanMiguel,36.0,1.0,1.0,1.0,350000.0,False
Confortabledepartamento,Santiago,100.0,2.0,2.0,0.0,500000.0,False
Departamentosanmiguel,SanMiguel,54.0,2.0,2.0,1.0,550000.0,False
ArriendodepartamentoduplexRecoleta,Recoleta,52.0,2.0,1.0,0.0,380000.0,True
REBAJADODepartamento2d/2d,EstaciónCentral,64.0,2.0,2.0,0.0,370000.0,False
ArriendoDepartamento,Providencia,40.0,1.0,1.0,0.0,450000.0,False
Departamento2D+2BSantiagoCentro(+ESTyBOD),Santiago,45.0,2.0,2.0,1.0,450000.0,False
"DepartamentoPintorCicarelli278,SanJoaquín,RegiónMetropolitana",SanJoaquín,45.0,2.0,1.0,0.0,385000.0,False
Arriendodepartamentoenvicuñamackenna,Lampa,30.0,1.0,1.0,0.0,320000.0,False
Departamento1dormitoriocarmen/staisabel,Santiago,35.0,1.0,1.0,0.0,290000.0,True
Depto2dormitoriosamplioSanMiguel,SanMiguel,52.0,2.0,1.0,0.0,401953.0,True
DepartamentoapasosMetroloshéroes,Santiago,52.0,2.0,1.0,0.0,400000.0,True
Departamentohomestudio,Santiago,35.0,1.0,1.0,0.0,290000.0,True
"DepartamentoAv.Portugal,metroSta.Isabel",Santiago,59.0,2.0,2.0,0.0,430000.0,False
Depto2dormitoriosc/estac.-SantiagoCentro,Santiago,41.0,2.0,2.0,1.0,580000.0,False
CercanoaMetro(70737),Santiago,35.0,1.0,1.0,1.0,330000.0,True
Estacionamiento//Piso22(63975),EstaciónCentral,52.0,2.0,1.0,1.0,340000.0,True
DepartamentoAvenidaSantaRosa5741,SanMiguel,48.0,3.0,1.0,0.0,307000.0,False
ARRIENDODEPARTAMENTOREQUISITOSFLEXIBLES,Lampa,58.0,3.0,2.0,1.0,550000.0,False
ArriendoenCerroColorado4922,LasCondes,65.0,3.0,3.0,0.0,780000.0,True
ArriendoDepto2dormSanDiego+Estacio,Santiago,52.0,2.0,1.0,1.0,370000.0,True
Depto.1D+1B.Vistadespejada.Cercademetro,Santiago,34.0,1.0,1.0,0.0,300000.0,False
"Departamento2piezas1Baño,zonaparalavadora,",Santiago,50.0,2.0,1.0,0.0,390000.0,False
Arriendo2D-1BSantiagocentro,Santiago,52.0,2.0,1.0,0.0,350000.0,True
Excelentedepartamento,Santiago,52.0,2.0,2.0,1.0,380000.0,True
Departamento1D1Bconaireacondicionado,EstaciónCentral,35.0,1.0,1.0,0.0,250000.0,False
EncantadorDepto2Dormitorios2Baños.DirectoDu,Santiago,55.0,2.0,2.0,0.0,430000.0,False
ArriendoDepartamentoCondominioNativoMacul,Macul,69.0,2.0,2.0,1.0,550000.0,False
AmplioapasosdemetroGrutadeLourdes.Arriendo,QuintaNormal,52.0,2.0,1.0,0.0,400000.0,True
DEPARTAMENTOAv.ElParron103-113,LaCisterna,54.0,2.0,1.0,0.0,490000.0,False
Departamento,Independencia,35.0,1.0,1.0,0.0,265000.0,True
"ArriendoDepartamentointerior,metroPajaritos",LoPrado,34.0,1.0,1.0,0.0,280000.0,False
MetroParqueBustamante2d1B,Santiago,60.0,2.0,1.0,0.0,430000.0,False
Arriendodepartamentointeriorparaseñorosrta,Peñalolén,35.0,1.0,1.0,0.0,280000.0,False
Depto2dormitorios,Pudahuel,52.0,2.0,2.0,0.0,450000.0,True
Arriendopiezaenñuñoa,Ñuñoa,160.0,4.0,1.0,0.0,250000.0,True
Departamentoamoblado,Santiago,30.0,1.0,1.0,0.0,350000.0,False
ArriendoDeptoEstCentral/GastoComunInlcuido,EstaciónCentral,30.0,1.0,1.0,0.0,250000.0,False
Departamentoenarriendo,Recoleta,52.0,2.0,1.0,0.0,400000.0,True
DepartamentoAmplioyconfortable,SanMiguel,65.0,3.0,2.0,1.0,580000.0,True
Arriendodepartamentohomestudioloft/ñuñoa,Ñuñoa,37.0,1.0,1.0,0.0,400000.0,False
ArriendoDepartamentointeriorenLaReina,LaReina,35.0,1.0,1.0,0.0,398000.0,True
DepartamentoSantaIsabelSINCOMISIÓN,Santiago,35.0,1.0,1.0,0.0,345000.0,False
Acogedordepartamentoenarriendo3D2BPadreHurtado,PadreHurtado,59.0,3.0,2.0,1.0,420000.0,False
departamentodosdormitoriossanisidro234,Santiago,52.0,2.0,1.0,0.0,330000.0,True
SeArriendadepartamentodeInterior,Peñalolén,35.0,1.0,1.0,0.0,300000.0,True
"ARRIENDO,ESTACIÓNCENTRAL",EstaciónCentral,54.0,3.0,1.0,0.0,460000.0,False
Arriendodeptocentrico,Santiago,36.0,1.0,1.0,0.0,290000.0,False
Arriendo,LaCisterna,63.0,2.0,1.0,0.0,330000.0,False
CómodoDeptoAv.FernandezAlbanoLaCisterna,LaCisterna,31.0,1.0,1.0,1.0,300000.0,False
"Arriendohermosodepto,sectorresidencialrenca",Renca,65.0,3.0,1.0,1.0,430000.0,True
"Depto4D,3B,EstyBod(MetroSanJoaquín)",SanJoaquín,92.0,4.0,3.0,1.0,650000.0,False
DepartamentoenMacul,Macul,52.0,2.0,1.0,0.0,470000.0,True
Depto2dormitorios2bañosestac6topiso,Providencia,85.0,2.0,2.0,1.0,710000.0,False
"SEARRIENDADEPARTAMENTONUEVOenAv.Buzeta4460,Cerrillos,RegiónMetropolitana,Chile",Cerrillos,35.0,1.0,1.0,0.0,300000.0,True
Dpto1dorm.1bañoconBodega-MetroEcuador,EstaciónCentral,30.0,1.0,1.0,0.0,250000.0,False
Homestudioradal018,EstaciónCentral,26.0,1.0,1.0,0.0,240000.0,False
HermosoDepa2D2BMetroGruta,QuintaNormal,66.0,2.0,2.0,1.0,390000.0,False
SearriendadepartamentoenLoPrado,LoPrado,52.0,2.0,1.0,0.0,290000.0,True
Departamentosde2DormenAvGrecia,Peñalolén,52.0,2.0,1.0,0.0,380000.0,True
BelloDepartamentoNuevo1D+1BCercaAMetroFranklin,SanMiguel,35.0,1.0,1.0,0.0,350000.0,True
DEPARTAMENTOCondeDelMaule4364,EstaciónCentral,35.0,1.0,1.0,0.0,300000.0,True
DEPARTAMENTOCercanoalMetroSantaIsabel,Santiago,35.0,1.0,1.0,0.0,280000.0,False
Departamentosanisidro951,Santiago,50.0,2.0,1.0,0.0,430000.0,False
Departamentosantiagocentro,Santiago,35.0,1.0,1.0,0.0,310000.0,False
Departamentodeunahabitación,Santiago,40.0,1.0,1.0,0.0,320000.0,False
Depto2dormitorio1bañometrostaisabel,Santiago,47.0,2.0,1.0,0.0,380000.0,False
ArriendoDpto1Dormitorio-BarrioUniversitario,Santiago,40.0,1.0,1.0,0.0,315000.0,False
DepartamentoenñuñoaAMUEBLADOTOTAL,Ñuñoa,45.0,2.0,2.0,1.0,700000.0,False
Dpto2D1ByEstacionamiento,EstaciónCentral,52.0,2.0,1.0,0.0,360000.0,True
Departamento4pisoparamatrimonio,Santiago,35.0,1.0,1.0,0.0,310000.0,True
Depto.IndependenciaGamero1421,Independencia,52.0,2.0,2.0,1.0,390000.0,True
Arriendodepartamentosantodomingosantiago,Santiago,37.0,1.0,1.0,0.0,320000.0,False
SeArriendalindoDeptoenSanBernardo,SanBernardo,65.0,3.0,2.0,1.0,450000.0,True
Departamento1dormitorioMetroSantalucia,Santiago,35.0,1.0,1.0,0.0,260000.0,True
"ArriendodepartamentoÑuñoa,cercaníasmetroÑuble",Santiago,35.0,1.0,1.0,0.0,310000.0,False
CondominioLasPalmas1Dormitorio-EstacionamientoyBodega,Macul,38.0,1.0,1.0,1.0,385000.0,False
SeARRIENDAdepartamentoPudahuelNorte/Enea,Pudahuel,35.0,1.0,1.0,0.0,300000.0,True
DepartamentoSanPetersburgo6351,SanMiguel,45.0,3.0,1.0,0.0,335000.0,False
DEPARTAMENTOEntreAmunáteguiySanMartín,Santiago,33.0,1.0,1.0,0.0,300000.0,False
Departamentoexcelenteubicación,EstaciónCentral,52.0,2.0,2.0,0.0,380000.0,True
AcogedordepartamentoenSantiagocentro,Santiago,80.0,2.0,1.0,0.0,400000.0,False
SeArriendaDeptoapasodelmetroloOvalle,LaCisterna,5062.0,2.0,2.0,0.0,450000.0,False
ArriendodepartamentoencalleCarmen,Santiago,73.0,3.0,2.0,0.0,580000.0,False
DptoapasosdelmetroU.DeChile,Santiago,35.0,1.0,1.0,0.0,330000.0,True
Departamento,Santiago,52.0,2.0,1.0,0.0,385000.0,False
ArriendoHermosodepartamento,EstaciónCentral,35.0,2.0,2.0,0.0,380000.0,False
DepartamentoMariposaentregaInmediata,Santiago,52.0,2.0,2.0,0.0,400000.0,True
Departamento1D/1BSanMigueldesde01/04/202,SanMiguel,35.0,1.0,1.0,0.0,320000.0,False
"DepartamentoAmoblado,metromatta",Santiago,54.0,2.0,1.0,0.0,400000.0,False
EXCELENTEYAMPLIODEPARTAMENTOENRENCA,Renca,80.0,3.0,1.0,1.0,500000.0,False
Departamentodisponiblenoviembre2023,Santiago,35.0,1.0,1.0,0.0,310000.0,True
Departamentointerior,CerroNavia,52.0,2.0,1.0,1.0,350000.0,True
DEPARTAMENTOSantaCristina,Macul,39.0,1.0,1.0,0.0,450000.0,False
Depto2D/2B/E/BODapasosdelmetroSanMiguel,SanMiguel,52.0,2.0,2.0,1.0,432000.0,True
Amoblado.MetrosantaAna2dor2Baños,Santiago,65.0,2.0,2.0,0.0,420000.0,False
"Departamentocómodo,cercadelmetroHospitales",Independencia,35.0,1.0,1.0,0.0,235000.0,True
¡¡HermosoDepartamento1d+1bCercametroEcuador!!,EstaciónCentral,35.0,1.0,1.0,0.0,250000.0,True
ArriendoDepartamentoComunadeLaFlorida,LaFlorida,85.0,3.0,2.0,1.0,450000.0,False
DepartamentoEstudioBarrioBrasil,Santiago,35.0,1.0,1.0,0.0,250000.0,True
1d1bBodegaMetroParqueBustamante,Santiago,35.0,1.0,1.0,0.0,350000.0,True
"Bonito,comododepto.ExequielFernandez2D/2B",Macul,55.0,2.0,2.0,0.0,420000.0,False
DepartamentoLaReforma90Maipu,Maipú,65.0,3.0,2.0,1.0,550000.0,True
DeptoSINCOMISIÓNIndependencia,Independencia,42.0,2.0,1.0,0.0,335000.0,False
"ARRIENDODEPTO.SANMIGUEL,2ESTAC.350",SanMiguel,35.0,1.0,1.0,2.0,350000.0,True
ArriendoOficina,Providencia,75.0,4.0,2.0,0.0,650.0,False
DepartamentounambienteCerroNavia,CerroNavia,35.0,1.0,1.0,0.0,220000.0,True
ToroMazote/MetroSanAlbertohurtado(82976),EstaciónCentral,35.0,1.0,1.0,1.0,250000.0,True
HomeStudioapasosMetroloOvalle280.000,LaCisterna,35.0,1.0,1.0,0.0,280000.0,True
Arriendodepartamentoenmacul,Macul,52.0,2.0,2.0,0.0,550000.0,True
ArriendoDepartamentoVicenteValdés,LaFlorida,60.0,2.0,1.0,1.0,500000.0,False
Arriendodpto1D/1B,EstaciónCentral,35.0,1.0,1.0,0.0,250000.0,True
ArriendoDepartamentoVicuñaMackenna,SanJoaquín,52.0,2.0,1.0,1.0,440000.0,True
Arriendodpdeinterior,Vitacura,35.0,1.0,1.0,0.0,400000.0,True
ArriendoDpto1DormitorioCod.610,Santiago,35.0,1.0,1.0,0.0,300000.0,True
Arriendolindodeptoenexcelentesector,Santiago,35.0,1.0,1.0,0.0,340000.0,True
Arriendodpto.//1dormitorio//moneda1617//centro,Santiago,35.0,1.0,1.0,0.0,350000.0,False
Arriendodepartamento,LaFlorida,52.0,2.0,1.0,1.0,460000.0,True
DepartamentoÑuñoaexcelenteubicación,Ñuñoa,75.0,2.0,2.0,1.0,850000.0,False
SeArriendadepartamento,Independencia,52.0,2.0,1.0,0.0,400000.0,True
Arriendodptoamobladonuevo2D+1B,LaCisterna,45.0,2.0,1.0,0.0,400000.0,False
Arriendodepartamentoenindependencia,Independencia,65.0,3.0,1.0,0.0,450000.0,True
Arriendodepartamento,EstaciónCentral,52.0,2.0,2.0,0.0,470000.0,True
Arriendodeptoasalidametrolasrejasconconexi,EstaciónCentral,52.0,4.0,1.0,0.0,490000.0,False
"Arriendodedepto,barrioresidencial",Independencia,37.0,1.0,1.0,0.0,290000.0,False
SeArriendaDepartamentoNuevo,PuenteAlto,65.0,3.0,2.0,1.0,650000.0,True
Depto2D/1B/1EEdificioComunidadCarmenMatta,Santiago,42.0,2.0,1.0,0.0,360000.0,False
DepartamentosenSantiagocentro|ARRIENDODEPARTAMENTOEleuterioRamirez740,Santiago,52.0,2.0,2.0,0.0,420000.0,True
Arriendoloft,Maipú,35.0,1.0,1.0,0.0,280000.0,True
Deptomuybienubicadoytratocondueño,EstaciónCentral,47.0,2.0,1.0,1.0,430000.0,False
Departamentoamobladosantiagocentro,Santiago,36.0,1.0,1.0,0.0,431024.0,False
ArriendodepartamentoEstaciónCentral,EstaciónCentral,35.0,1.0,1.0,0.0,275000.0,True
ArriendoDpto.1DormitorioEnMaculCod.104E,Santiago,35.0,1.0,1.0,0.0,300000.0,True
"AmplioDepartamento,BienUbicado",Ñuñoa,5999.0,2.0,2.0,1.0,615000.0,False
Searriendadepartamentoadoscuadrasdelmetro,Pudahuel,65.0,3.0,1.0,1.0,390000.0,True
ARGOMEDO//CARMEN(93869),Santiago,35.0,1.0,1.0,0.0,290000.0,True
2DORM2BAÑOS+ESTAC+BODmetroELPARRÓN/GRANBARRIO,LaCisterna,45.0,2.0,2.0,1.0,380000.0,False
Oportunidadúnica:Departamentoamplioconaccesocontrolado24/7.3D-1B.,EstaciónCentral,65.0,3.0,1.0,0.0,450000.0,True
Departamento2D2B,Santiago,52.0,2.0,2.0,0.0,420000.0,True
Arriendodepartamentode1hab1baño,Santiago,36.0,1.0,1.0,0.0,340000.0,False
Departamentoexcelenteubicación,Ñuñoa,45.0,1.0,1.0,1.0,500000.0,False
DEPARTAMENTOMiraflores.Santiago-BellasArtes-RM(Metropolitana),Santiago,35.0,1.0,1.0,0.0,295000.0,False
Exelentedepartamento,LaFlorida,70.0,2.0,2.0,1.0,580000.0,False
ExcelenteOportunidad,Macul,52.0,2.0,2.0,1.0,480000.0,True
Ampliodepartamento,Santiago,70.0,3.0,3.0,0.0,470000.0,False
Departamento1dormitorio,Santiago,160.0,4.0,1.0,0.0,350000.0,True
Departamento1D/1BenEdificioSanMartinUrbano,Santiago,35.0,1.0,1.0,0.0,280000.0,True
DepartamentoCapitanAvalosLaGranja,LaGranja,65.0,3.0,1.0,1.0,330000.0,True
DptoEnArriendoVistaPonienteDespejadaPiso7,Independencia,32.0,1.0,1.0,0.0,125000.0,False
ARRIENDODEPARTAMENTO1D+1BacuadrasMetroPlazaChacabuco,Independencia,35.0,1.0,1.0,0.0,280000.0,True
SeArriendaDepto1Dormitorio-1BañoIndependenciapiso14,Independencia,30.0,1.0,1.0,0.0,198000.0,False
ArriendaDepto1D1BapasosdemetroCementerios,Recoleta,35.0,1.0,1.0,0.0,300000.0,True
"Deptode1domitoriomásestacionamiento,Santiago",Santiago,35.0,1.0,1.0,0.0,370000.0,False
MetroMirador,LaFlorida,35.0,1.0,1.0,0.0,330000.0,False
ArriendoLOFTenSanMiguel,SanMiguel,35.0,1.0,1.0,1.0,450000.0,True
"$390.000depto2dormitorios,1baño,terrazas,metroSanMiguel,entregainmediata",SanMiguel,52.0,2.0,1.0,0.0,390000.0,True
SearriendaDepto1Dormitorio$315.000frenteaMegavisiónSantiagoCentro,Santiago,35.0,1.0,1.0,0.0,315000.0,False
Deptoa10mnMetroPlazaChacabuco,Independencia,32.0,1.0,1.0,0.0,260000.0,False
"Arriendodepartamento,duplex,piso23",LaFlorida,52.0,2.0,2.0,0.0,450000.0,True
Deptoenexcelentescondiciones,Independencia,52.0,2.0,1.0,0.0,380000.0,True
"$560.000,BarrioItalia,terrazaconhermosavistaalacordillera",Ñuñoa,52.0,2.0,2.0,1.0,548576.0,True
Departamentoensantiagode3dormitorios,Santiago,65.0,3.0,1.0,0.0,380000.0,True
DeptometroSantaIsabelSINcomision,Santiago,32.0,1.0,1.0,0.0,345000.0,False
"DepartamentoenCerrillos,3Dy2Bcercanoametro",Cerrillos,63.0,3.0,2.0,1.0,550000.0,False
DepartamentoAmunátegui/generalMackenna2d2bStgo,Santiago,52.0,2.0,2.0,0.0,380000.0,True
ExcelenteyampliodepartamentoRenca,Renca,34.0,1.0,1.0,0.0,340000.0,False
Searriendadepartamento,EstaciónCentral,52.0,2.0,1.0,0.0,350000.0,True
Depto.ÑuñoaSocrates1190(3D2BE),Ñuñoa,87.0,3.0,2.0,1.0,590000.0,False
AmpliodepartamentoenSanmiguel,SanMiguel,115.0,3.0,2.0,1.0,750000.0,False
FlamantedepartamentorebajadoapasosdelMetro,Recoleta,52.0,2.0,2.0,0.0,390000.0,True
ArriendodepartamentoenMacularriendasuDueño,Macul,65.0,3.0,1.0,0.0,400000.0,True
ArriendoDepto1Dormitorio+Bodega,Santiago,37.0,1.0,1.0,0.0,280000.0,False
DepartamentoenlaFlorida2dormitorios2baños,LaFlorida,50.0,2.0,2.0,2.0,550000.0,False
DEPARTAMENTOAVDA.MAPOCHO/AVDABRASIL,Santiago,38.0,1.0,1.0,0.0,320000.0,False
"DepartamentoCarvajal,LaCisterna,RegiónMetropolitana",LaCisterna,58.0,2.0,2.0,0.0,480000.0,False
Entregainmediata!!1Dorm1baño,Santiago,35.0,1.0,1.0,0.0,290000.0,True
Dptoenarriendotoesca,Santiago,35.0,1.0,1.0,0.0,330000.0,True
Estupendodepto.AcuadrasdelmetroRondizzoni,Santiago,50.0,3.0,1.0,0.0,400000.0,False
Dpto2d1b-AmplioConTerraza-Logia-CocinaCerrada,SanMiguel,52.0,2.0,1.0,0.0,360000.0,True
DeptoarriendoMetroSantaAna1D/1B,Santiago,35.0,1.0,1.0,0.0,350000.0,True
ArriendodepartamentoenelcondominioSanIgnacio,Quilicura,65.0,3.0,2.0,1.0,540000.0,False
Arriendomidepa,Maipú,70.0,2.0,1.0,1.0,300000.0,False
"Arriendodptoreciénremodelado,2D1B,stgo",Santiago,50.0,2.0,1.0,0.0,400000.0,False
ImpecableDeptoEstudioSanDiego1344BarrioMatta,Santiago,30.0,1.0,1.0,0.0,210000.0,False
Departamento1d/1bsanmiguelapasosdelmetro,SanMiguel,32.0,1.0,1.0,0.0,250000.0,False
DepartamentointeriorparaESTUDIANTES,LaFlorida,52.0,2.0,1.0,0.0,300000.0,True
departamentoenmaipufrentearaucomaipu,Maipú,82.0,3.0,2.0,1.0,570000.0,False
AmpliodepartamentoencentrodeSantiago,Santiago,65.0,3.0,2.0,1.0,600000.0,True
ArriendoLoft(estacionamientoopcional),Independencia,27.0,1.0,1.0,1.0,340000.0,False
Departamento1dormitorioindependencia,Independencia,30.0,1.0,1.0,0.0,240000.0,False
Departamentodosdormitorios5topiso,Santiago,52.0,2.0,2.0,1.0,450000.0,True
Arriendodepto2dormitorios+2bañossantiagoce,Santiago,47.0,2.0,2.0,0.0,420000.0,False
HermosoDeptoubicadoenSanMiguel2D+1B+1E+1B,SanMiguel,52.0,2.0,1.0,1.0,480000.0,True
DepartamentoenSantiagoNuñoaconbalcón,Ñuñoa,40.0,1.0,1.0,0.0,410000.0,False
"Arriendodptometrovicentevaldés2d,2b,1est,1bod",LaFlorida,52.0,2.0,2.0,1.0,540000.0,True
Depto2dormitorios1baño,Santiago,60.0,2.0,1.0,0.0,350000.0,False
DepartamentoStgo.CentrotrescuadrasdelmetroR,Santiago,35.0,1.0,1.0,0.0,310000.0,False
Depto3dormitoriosCondominioNeptuno,QuintaNormal,50.0,3.0,1.0,0.0,340000.0,False
Searriendadepartamentoapasosdeindependencia,Independencia,49.0,3.0,1.0,0.0,320000.0,False
Searriendodpto.cercanometroloOvallelínea2,LaCisterna,53.0,3.0,1.0,0.0,350000.0,False
"Arriendodepartamento2habitaciones,estacionamientoybodega",Santiago,52.0,2.0,1.0,1.0,369000.0,True
Searriendahabitación,Santiago,35.0,1.0,1.0,0.0,250000.0,True
DeptoNuevo,Cerrillos,52.0,2.0,2.0,1.0,520000.0,True
DepartamenteVicuñaMackenna2289,SanJoaquín,60.0,3.0,2.0,0.0,550000.0,False
"Arriendodeptoensantiagocentro2D,2B.",Santiago,62.0,2.0,2.0,0.0,420000.0,False
Depto.3habitaciones2bañossemiamobladoMAIPÚ,Maipú,54.0,3.0,2.0,1.0,450000.0,False
ArriendodepartamentoapasosMetroIntermodalLaCisterna,LaCisterna,52.0,2.0,1.0,0.0,360000.0,True
"ArriendoDepartamento1d-1b,lacisterna",LaCisterna,36.0,1.0,1.0,0.0,355000.0,False
Arriendodepto1d1bcentrolaflorida,LaFlorida,35.0,1.0,1.0,0.0,300000.0,True
2DORM+ESTACmuyCERCANOmetroLASREJAS,EstaciónCentral,42.0,2.0,1.0,1.0,320000.0,False
"SeArriendaDepartamentode2dormitoriosy1baño,piso10,SanMiguel",SanMiguel,52.0,2.0,1.0,1.0,400000.0,True
METROBUSTAMANTEImpecable2D/2B588.000Ap.Dueño,Santiago,56.0,2.0,2.0,0.0,588000.0,False
DepartamentointerioramobladoLosDominicos,LasCondes,35.0,1.0,1.0,0.0,520000.0,True
Departamento2Habitaciones1baño,Santiago,40.0,2.0,1.0,0.0,330000.0,False
"Dpto2d,2b,cocinacerrada,estacionamiento,vist",Ñuñoa,70.0,2.0,2.0,1.0,580000.0,False
Departamentoamplioestacióncentral,EstaciónCentral,65.0,3.0,2.0,1.0,450000.0,True
LINDODEPTO1D+1B+ESTCERCAALMETROFRANKLIN,SanMiguel,35.0,1.0,1.0,1.0,400000.0,True
"DepartamentoSanPablo4025,8501163QuintaNormal,RegiónMetropolitana",QuintaNormal,27.0,1.0,1.0,0.0,258000.0,False
DEPARTAMENTOMetroLasTorres,Macul,80.0,3.0,2.0,0.0,580000.0,False
DepartamentoSanPetersburgo6351,SanMiguel,42.0,2.0,1.0,0.0,320000.0,False
Arriendodepartamento1DSazie2547,Santiago,35.0,1.0,1.0,0.0,270000.0,True
Arriendo2Dormitorios2BañosMaculNuevo,Macul,57.0,2.0,2.0,1.0,550000.0,False
DeptoArriendode3hab,SanJoaquín,65.0,3.0,1.0,1.0,500000.0,True
"SantaIsabel/Lira,2Dorm,2Baños",Santiago,47.0,2.0,2.0,0.0,380000.0,False
Depto1D1B,SanMiguel,42.0,1.0,1.0,0.0,350000.0,False
Departamentoensantiagocentro2h2b,Santiago,56.0,2.0,2.0,1.0,490000.0,False
DepartamentoLaFloridaLadoMallPlazaVespucio,LaFlorida,59.0,2.0,1.0,0.0,460000.0,False
DepartamentoEnÑuñoaAPasosDeMetroVillafrei,Ñuñoa,42.0,1.0,1.0,0.0,480000.0,False
Cumming1350depto,Santiago,35.0,1.0,1.0,0.0,300000.0,False
"Departamento1Dormitorio,TerrazaYBodega",Santiago,56.0,1.0,1.0,0.0,385000.0,False
Arriendodeptocomunañuñoa,Ñuñoa,35.0,1.0,1.0,0.0,300000.0,True
DepartamentosectorelLlanoymetroelllano,SanMiguel,65.0,2.0,2.0,1.0,550000.0,False
ArriendodeptometroMoneda,Santiago,51.0,2.0,2.0,0.0,340000.0,False
1habitación1bañoDepartamento,SanJoaquín,35.0,1.0,1.0,0.0,320000.0,True
Searriendadepartamento,CerroNavia,65.0,3.0,1.0,0.0,370000.0,True
AMPLIODEPARTAMENTOAPASOSMETROREPUBLICA,Santiago,209.0,6.0,5.0,1.0,950000.0,True
Departamentoamobladocomunaquintanormal,QuintaNormal,50.0,2.0,2.0,0.0,370000.0,False
DepartamentoSantiagoCentrocercaMetroStalucia,Santiago,35.0,1.0,1.0,0.0,320000.0,False
DepartamentoenMacul1D1BAmoblado,Macul,35.0,1.0,1.0,0.0,360000.0,False
SearriendacasainteriorencomunaSanRamon,SanRamón,35.0,1.0,1.0,0.0,290000.0,True
DepartamentoamobladoMetrosantaIsabel,Santiago,40.0,1.0,1.0,0.0,320000.0,False
"DepartamentoAmoblado,EdificioSanFrancisco,SantiagoCentro",Santiago,35.0,1.0,1.0,0.0,350000.0,True
Departamentoenarriendo1D-1B+Estacionamiento(sinamoblar),LaFlorida,35.0,1.0,1.0,1.0,370000.0,True
"DEPARTAMENTO1DORMITORIO,1BAÑO",Santiago,25.0,1.0,1.0,0.0,198000.0,False
